Final Portfolio Value
30956.262960611784
37857.39371605074
25732.228121433713
71648.02603350469
53352.18828552672
36216.30357395326
57858.91483788656
127024.59813739921
38108.87926187412
81361.86919138742
34717.97107391021
21062.07697744295
22537.539608709267
31947.3910673945
85772.04666171485
23882.904349282184
18183.86038744203
39333.39803667902
10396.862827472149
15941.402397177253
35567.47939441925
32368.020229561156
54961.07266348953
38071.0376853938
24794.3571798285
40250.90742442282
150933.8567687887
13633.900582737446
40723.84185300311
50387.046474466784
29118.156202698243
240217.67990911173
17390.945073726743
61348.8018003223
34772.74874750341
61106.50065978849
27709.599106876674
47315.83175732459
11707.869129110046
21925.835311936054
50163.12164597144
44772.11460900907
59442.54161755694
32662.665805239238
30161.264416556456
39081.34484299724
10355.05410665541
45990.70871989948
40121.692127618866
41358.56403734019
25252.844048705847
32837.91389540357
14581.689088505198
31909.23405599449
17919.090070237977
59055.376440058
29196.93197725378
46636.701868974145
62716.58183025779
49709.64245920672
29854.480198713845
48135.35742536506
26670.16638911468
27770.97808085022
64578.29930986386
15888.210462859677
45209.54447585739
22019.98911873654
16191.03597599968
55233.99934437395
72747.61261343004
19750.99117221469
76730.98834981435
29680.474784648093
80438.0353955628
35107.08103268239
48690.24155767584
58630.47165546931
48079.495079290005
53065.41268857284
92658.54378654751
26483.939569082806
71958.58670958526
11064.05155650494
71399.89155031812
49424.35439534245
22994.380026609786
36036.441947817395
68954.52299783699
45618.26859652252
18339.62789258286
11264.720659603516
78970.2479082828
37254.34989814871
43365.438742974446
58302.57707978062
20982.665601527682
27970.498546850773
23119.183385561097
84282.91655846212
23341.70277810085
32404.95854499424
32186.425421256965
52463.79217822206
22417.860021003416
50024.00050198354
25415.81493861848
82512.83176847118
25828.785880883006
23311.279598638463
22176.728161389914
41098.57785298221
27536.539310116204
23173.59644183774
26306.59208173324
51981.37873048501
43246.19240531531
30818.56107281897
105328.78887476448
17280.956203813257
42725.76016816514
67704.5778893123
43232.63717446403
43702.30273000828
6847.833461591151
37943.57753223197
91748.91232500535
18469.651132823892
23244.096989425158
51807.29159848079
17625.334279874878
32197.12801340871
53152.71533031735
18923.542876008698
42238.297515020495
33981.69782805012
15452.62852353375
74056.94978737521
62945.95033911464
