,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,KO,KO,KO,KO,KO,KO,KO,GE,GE,GE,GE,GE,GE,GE,JPM,JPM,JPM,JPM,JPM,JPM,JPM,MMM,MMM,MMM,MMM,MMM,MMM,MMM
,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-27 00:00:00-05:00,30.81619252576036,30.832909042573593,30.072325063494247,30.11411476135254,44420800,0.0,0.0,17.120130311412353,17.267344325368015,16.98567682886385,17.133512496948242,554878800,0.0,0.0,27.42444155472319,27.537473664424702,27.346731474010014,27.36086082458496,14601900,0.0,0.0,100.4418467154032,100.56113865767925,99.01036872874694,99.68634796142578,12634072,0.0,0.0,40.747432785077166,41.28007702856578,40.45891374319723,40.75482940673828,23935000,0.0,0.0,75.76797130594659,76.10013668394251,74.97544411180874,75.1502685546875,3962109,0.0,0.0
2014-01-28 00:00:00-05:00,30.189323135974057,30.414991223109382,29.88007569286923,30.314695358276367,36205500,0.0,0.0,15.834415518054108,16.028625906012696,15.626197967033518,15.764077186584473,1065523200,0.0,0.0,27.38911281053995,27.60811364841045,27.283144054658035,27.45975685119629,8915500,0.0,0.0,100.72017755995438,101.87331175485602,100.6008856328393,101.23709869384766,10521953,0.0,0.0,40.97675658162146,41.67955402600272,40.86579034644148,41.23568344116211,18041000,0.0,0.0,75.42412711832483,75.76211488736057,75.23182455760275,75.64556884765625,3270103,0.0,0.0
2014-01-29 00:00:00-05:00,30.072318271777718,30.82454541673765,30.005455407975088,30.640666961669922,52745900,0.0,0.0,15.684714276693686,15.79115676663788,15.518825688958117,15.585118293762207,502810000,0.0,0.0,27.24782281527464,27.24782281527464,26.71798441047428,26.77450180053711,23776100,0.0,0.0,100.75993814893619,101.47567705722005,100.0441992406523,100.56112670898438,8269216,0.0,0.0,40.658651954839755,41.331857334956645,40.57727501514531,41.08032989501953,25459000,0.0,0.0,75.81460876493406,76.4964125267922,75.17359454509847,75.90201568603516,4286464,0.0,0.0
2014-01-30 00:00:00-05:00,30.749315086835292,30.824537782701555,30.28126240273986,30.80782127380371,35036300,0.0,0.0,15.640824336034703,15.764074719145858,15.459063680018682,15.554923057556152,678501600,0.0,0.0,26.845141272727783,27.13478611024291,26.845141272727783,26.96523666381836,13662000,0.0,0.0,101.39616394042969,101.75403343948427,100.72019103339956,101.39616394042969,6279519,0.0,0.0,41.47981291605798,41.71654427947423,41.15430799687576,41.42802810668945,17031100,0.0,0.0,75.73300137896422,75.73300137896422,73.73419744435535,74.61996459960938,4906710,0.0,0.0
2014-01-31 00:00:00-05:00,30.883047776298955,31.6687046612489,30.55708378348301,31.626914978027344,93162300,0.0,0.0,15.411758806454195,15.609393298678953,15.36102750615233,15.580448150634766,464797200,0.0,0.0,26.80982265324973,26.958176753351744,26.647339206247896,26.71798324584961,16185000,0.0,0.0,100.24300720657061,100.91897996265308,99.72608611895899,99.9249038696289,8416177,0.0,0.0,41.058140402632475,41.50941050543438,40.82140900805784,40.95457077026367,18174000,0.0,0.0,73.77498907088166,75.29011451471294,73.67009335765721,74.70154571533203,4443618,0.0,0.0
2014-02-03 00:00:00-05:00,31.543327169553383,31.752278718087304,30.44841990743051,30.490209579467773,64063100,0.0,0.0,15.643008278031703,15.802361182633645,15.539989874762492,15.609394073486328,401464000,0.0,0.0,26.859269353573673,26.859269353573673,26.209332983585227,26.279979705810547,23164900,0.0,0.0,99.92491264480347,100.24301600968028,96.7040939198544,96.82337951660156,15743847,0.0,0.0,41.0581245077541,41.36883328457546,40.096403236849284,40.17778015136719,28549900,0.0,0.0,74.71903804474475,74.93465201432281,72.03260251991667,72.20159912109375,5077140,0.0,0.0
2014-02-04 00:00:00-05:00,30.89976548133298,31.08364073228309,30.2979838169726,30.381563186645508,54697900,0.0,0.0,15.74384245662241,15.856198933547851,15.647670591446524,15.835345268249512,376681200,0.0,0.0,26.44952070567416,26.52723073579833,26.287037322185583,26.477779388427734,17759700,0.0,0.0,97.53912183493857,98.53320438025033,97.02220068382223,97.69817352294922,9568409,0.0,0.0,40.48110605589966,40.947169379394055,40.39232967061061,40.6512565612793,20709300,0.0,0.0,73.47779027949852,74.38103557798836,72.3297918633096,73.84491729736328,8865350,0.0,0.0
2014-02-05 00:00:00-05:00,30.331421110554214,30.481866547825582,29.921874489460148,29.93859100341797,55814400,0.0,0.0,15.765940518621687,16.03733734938359,15.756291584885526,15.953615188598633,328344800,0.0,0.0,26.48486008354387,26.647343557075082,26.407150010355508,26.56963348388672,13665200,0.0,0.0,97.2607752758917,97.97651418046812,96.7040943846815,97.49935913085938,8400673,0.0,0.0,40.76222047462,41.02114735045533,40.37753411531474,40.843597412109375,19491600,0.0,0.0,74.5966629782123,75.03371342897694,73.37873040917673,74.21788024902344,5932160,0.0,0.0
2014-02-06 00:00:00-05:00,29.921871705986185,30.297985264176745,29.8299324819453,30.239479064941406,35351800,0.0,0.0,15.969901086072552,16.077607755265102,15.89945273434617,16.04660987854004,257765200,0.108929,0.0,27.382040015384607,27.50920141302498,26.788621058028447,26.866331100463867,22661500,0.0,0.0,98.61272054389755,99.80561441703995,97.89698168794696,99.20916748046875,9332287,0.0,0.0,40.94716758298532,41.834911642504416,40.83620133933329,41.78312683105469,20881600,0.0,0.0,74.35774284580427,75.29012748592156,74.06637231343207,75.11530303955078,4578766,0.0,0.0
2014-02-07 00:00:00-05:00,30.3564900858498,30.58215821052343,30.097388937887796,30.557085037231445,33260500,0.0,0.0,16.324326207016544,16.372856321380983,16.19908731008418,16.271099090576172,370280400,0.0,0.0,26.965227994880657,27.09238936509424,26.75329327615674,26.809810638427734,20389000,0.0,0.0,100.20327927842226,100.52138271639147,99.40801435333451,100.16351318359375,7244936,0.0,0.0,41.9088913678815,42.116030610752155,41.62037236551954,41.886695861816406,23388500,0.0,0.0,75.50574003105503,75.98358535541455,75.06285640488349,75.94862365722656,3902787,0.0,0.0
2014-02-10 00:00:00-05:00,30.615580119284587,30.757665634155273,30.33140590119579,30.757665634155273,26767000,0.0,0.0,16.23916436207032,16.656525383175037,16.218500226802103,16.56259536743164,345559200,0.0,0.0,26.894592452474978,27.283140008253568,26.73210902714564,27.247817993164062,20877200,0.0,0.0,100.95874813496508,100.95874813496508,99.12964124935752,99.60679626464844,6886767,0.0,0.0,41.99766036347839,42.108626593506735,41.716540834364835,41.975467681884766,14715200,0.0,0.0,75.55234275961026,75.99522629995424,75.18521575425584,75.58148193359375,3967610,0.0,0.0
2014-02-11 00:00:00-05:00,30.824539810040786,31.142143934944542,30.80782330004349,31.06692123413086,32141400,0.0,0.0,16.613319869685842,16.836871464338916,16.57856472248394,16.78082847595215,282256800,0.0,0.0,27.31847585341059,27.396185942886696,27.205443730963083,27.297283172607422,15361300,0.0,0.0,100.24301490700526,101.4756749275885,100.04419714106263,101.11780548095703,6799755,0.0,0.0,41.87928799853244,42.589481916629765,41.85709532048558,42.48591232299805,18774100,0.0,0.0,75.58149044323608,76.62459854614234,75.55235126597184,76.32740020751953,3114384,0.0,0.0
2014-02-12 00:00:00-05:00,31.21737554822198,31.426327200320788,31.175585855472058,31.31767463684082,27051800,0.0,0.0,16.811819918571118,16.893538384654704,16.69566067480908,16.779569625854492,308100800,0.0,0.0,27.445622544834915,27.495073903338284,27.127721724426657,27.205429077148438,10633400,0.0,0.0,101.67450208191116,101.91307962497407,100.79971142718331,100.9587631225586,5264106,0.0,0.0,42.41933993946888,42.693060037604454,42.28617820047096,42.5525016784668,13437900,0.0,0.0,76.45349008662365,76.84062765281422,76.25991862737591,76.51214599609375,2512318,0.714883,0.0
2014-02-13 00:00:00-05:00,31.200654261004193,31.64363063015721,31.200654261004193,31.43467903137207,37635500,0.0,0.0,16.74012174384645,17.059170108117677,16.72571972103001,17.0460205078125,307398000,0.0,0.0,26.936972237908748,27.382034342548163,26.936972237908748,27.3043270111084,10435600,0.0,0.0,100.32256177951591,101.1575927734375,99.84540663741603,101.1575927734375,6751721,0.0,0.0,42.21960020325878,42.98157912220562,42.138223265883774,42.92979431152344,16605500,0.0,0.0,75.83761348381107,76.47697326729475,75.46807418004761,76.33619689941406,3409318,0.0,0.0
2014-02-14 00:00:00-05:00,31.250807623666937,31.576771680853447,31.20066126923768,31.443042755126953,31407500,0.0,0.0,16.984653341031283,17.094552172240437,16.94520453654759,17.032243728637695,272924400,0.0,0.0,27.26901179245531,27.565722660267458,27.03588432729309,27.50214195251465,16030100,0.0,0.0,101.27688574189975,102.78788979517414,100.91901619427779,102.35049438476562,5201612,0.0,0.0,42.82621255525608,43.0777399167532,42.72264296323839,43.018558502197266,13067300,0.0,0.0,76.11918097076696,77.5386825330079,75.9608115404406,77.49761962890625,3623880,0.0,0.0
2014-02-18 00:00:00-05:00,31.687242551544625,31.81355171235984,31.501985260973814,31.510404586791992,32834000,0.28,0.0,17.095180393975447,17.25767765821997,17.08296885332122,17.094867706298828,260251600,0.0,0.0,26.831011054936663,26.92285044771692,26.32236542710378,26.470722198486328,46098500,0.0,0.0,103.42405411258275,103.54333968526322,101.9925765991211,101.9925765991211,6096272,0.0,0.0,42.92239541018113,43.38846150361668,42.8336218568802,43.27009582519531,14983800,0.0,0.0,77.60903415448573,77.86712230654642,77.21603044769685,77.30988311767578,3440294,0.0,0.0
2014-02-19 00:00:00-05:00,31.341988397826054,31.788286491506526,31.333565860818872,31.5861873626709,29750400,0.0,0.0,17.05604018765911,17.12304396369506,16.730418657715727,16.824974060058594,313768000,0.0,0.0,26.4919226352629,26.562566684331173,26.174019024660197,26.209341049194336,26645100,0.0,0.0,102.11188667902394,102.46975612109412,100.87922667415177,100.9985122680664,7072205,0.0,0.0,43.17391187073888,43.30707357791999,42.33055627329826,42.360145568847656,18669900,0.0,0.0,77.03421741877617,77.8436842045237,76.52390175073793,76.58255767822266,3252402,0.0,0.0
2014-02-20 00:00:00-05:00,31.63670887038249,31.889330339674885,31.493557882277425,31.78828239440918,27526100,0.0,0.0,16.68783399002657,16.813387253853797,16.562907773504232,16.630224227905273,305858000,0.0,0.0,26.181077338665112,26.506044180543682,26.060979256729247,26.350624084472656,22639900,0.0,0.0,101.51996422517095,101.56007136773012,100.35675492342116,100.75785827636719,6734548,1.054336,0.0,42.55989792929092,42.88540565382137,42.367554764663176,42.59688949584961,12457000,0.0,0.0,76.63532550288946,77.44479205652605,76.28338468659203,77.16910552978516,2578337,0.0,0.0
2014-02-21 00:00:00-05:00,31.948278481390254,32.29352860728847,31.88091424846837,31.981962203979492,38021300,0.0,0.0,16.68156751475347,16.73729946463639,16.425140348766536,16.445491790771484,278784800,0.0,0.0,26.555500672921028,26.576693346519622,26.237597094454802,26.26585578918457,19419800,0.0,0.0,100.75785945684758,101.0386349999348,100.03587341308594,100.03587341308594,7750962,0.0,0.0,42.60429496864967,42.78924155163181,42.44154107256589,42.61909103393555,16790100,0.0,0.0,77.16912929425975,77.6207890443919,77.01662066818118,77.17499542236328,3078863,0.0,0.0
2014-02-24 00:00:00-05:00,31.737756729125977,31.981958874087272,31.61144760095225,31.737756729125977,32085100,0.0,0.0,16.37974609897591,16.591713165771818,16.35688980712853,16.517507553100586,288909600,0.0,0.0,26.350620203818544,26.562554952314823,26.294105528504588,26.491910934448242,24223500,0.0,0.0,100.3567317724788,102.08148537047568,100.11606981622865,101.4397201538086,7934021,0.0,0.0,42.626482068073294,43.07775212292704,42.59689276344099,42.92979431152344,16151400,0.0,0.0,77.36265545634888,78.28357286466765,77.09870123742147,77.54449462890625,2935343,0.0,0.0
2014-02-25 00:00:00-05:00,31.670393191510577,31.872489085883192,31.45145222497453,31.611448287963867,30736500,0.0,0.0,16.57480944617167,16.58075719988737,16.312432743602784,16.34562110900879,231952000,0.0,0.0,26.5837583237456,26.802756462057907,26.491918916928984,26.682661056518555,22845500,0.0,0.0,101.80072277866209,102.20183247531016,100.9584026324535,101.35951232910156,6904712,0.0,0.0,42.83363390330208,42.89281534812661,42.108640744258054,42.19001770019531,17991800,0.0,0.0,77.58557965483244,78.2660022333973,77.34508985093495,77.97271728515625,3424268,0.0,0.0
2014-02-26 00:00:00-05:00,31.645143687455786,31.77987540418346,31.31673211644066,31.552515029907227,41041800,0.0,0.0,16.39415059892484,16.43767103186208,16.14335839799275,16.198150634765625,276217200,0.0,0.0,26.774506529692584,26.802762534817347,26.647345074488292,26.753311157226562,18195100,0.0,0.0,101.60018496774748,101.7205127809811,100.67763767711165,101.47985076904297,6214875,0.0,0.0,42.44154257583919,42.44894201977467,41.590789957224324,41.98287582397461,23661700,0.0,0.0,78.09003289694952,78.28360439761796,77.59144953130865,77.9316635131836,3314236,0.0,0.0
2014-02-27 00:00:00-05:00,31.535660784064575,31.906172056552457,31.35040354169251,31.880910873413086,33903400,0.0,0.0,16.191573822555615,16.55602040733716,16.15744572765765,16.52126693725586,301882000,0.0,0.0,26.73211075666317,26.922852884363575,26.703852064804476,26.894594192504883,18423400,0.0,0.0,101.11884947175994,102.52272071565228,100.87818747192796,102.28205871582031,4760292,0.0,0.0,42.005076533816286,42.08645350028196,41.531613625719494,41.93849563598633,16277500,0.0,0.0,77.79676624046009,78.94058107439905,77.42722688677323,78.7998046875,3736304,0.0,0.0
2014-02-28 00:00:00-05:00,31.98196364286131,32.386158695347305,31.84723195869931,32.259849548339844,41215000,0.0,0.0,16.565416322112778,16.680324856583013,16.347499777616786,16.476497650146484,371968800,0.0,0.0,26.901663452982977,27.12066160402126,26.873404757720778,26.98643684387207,15763200,0.0,0.0,102.44251109080393,103.04416934796885,101.51997013261004,102.16173553466797,6142344,0.0,0.0,41.84970615533349,42.50071881779903,41.71654441023689,42.03465270996094,18599000,0.0,0.0,78.71177692520074,79.30421280689679,78.55340223472493,79.02852630615234,3802562,0.0,0.0
2014-03-03 00:00:00-05:00,31.9314522677649,32.108290291887705,31.569363315390802,31.813562393188477,29717500,0.0,0.0,16.388202545345152,16.61457335964848,16.369103516389607,16.52408790588379,238781200,0.0,0.0,26.760367724055282,26.958173164524975,26.739172359078523,26.929914474487305,18683400,0.0,0.0,101.11885448675405,101.11885448675405,99.95565157047514,100.75785827636719,7138455,0.0,0.0,41.649962523759484,41.73873607764262,41.19869248992459,41.58338165283203,19151000,0.0,0.0,78.05486468205524,78.48892612724221,77.23366547278263,77.5504150390625,3366022,0.0,0.0
2014-03-04 00:00:00-05:00,32.16721665134831,32.402996264329204,32.0577461686402,32.344051361083984,26802400,0.0,0.0,16.625526612744146,16.67687425539024,16.524394765183956,16.633039474487305,259140000,0.0,0.0,27.085334897505103,27.120656913024533,27.007624846424132,27.06414222717285,20425200,0.0,0.0,102.3622828545575,103.20460946074695,102.12162084656228,102.88372039794922,7645045,0.0,0.0,42.13081371252659,42.43412586287031,41.90147903414586,42.360145568847656,17157000,0.0,0.0,77.38027156980046,78.06069406314374,77.18083932862065,77.82606506347656,8342698,0.0,0.0
2014-03-05 00:00:00-05:00,32.20931664469204,32.22615850291815,31.939853337586204,32.091426849365234,20520100,0.0,0.0,16.623028160071097,16.742943044162267,16.566981822048287,16.668113708496094,200062800,0.0,0.0,27.141854782043644,27.163050151332648,27.02175936729538,27.092403411865234,14367400,0.0,0.0,103.40515485455329,104.12714724245726,102.88371732672722,104.0068130493164,6286718,0.0,0.0,42.52291178656087,43.12213964351549,42.43413822992108,43.02596664428711,17761500,0.0,0.0,77.81433869377994,78.61793919797483,77.53865214067272,78.51235961914062,4247474,0.0,0.0
2014-03-06 00:00:00-05:00,32.11669571835807,32.20090502964585,31.90617725852378,32.125118255615234,23582200,0.0,0.0,16.681578197566033,16.733240226557246,16.534735368010413,16.617706298828125,185488800,0.0,0.0,27.1277203511533,27.233686387626147,27.035880963626074,27.17717170715332,14700000,0.0,0.0,104.52827967508755,105.41071364251219,104.36783829655077,105.17005157470703,7284623,0.0,0.0,43.2848834553477,43.71396074779827,43.203509354904334,43.573402404785156,19420600,0.0,0.0,78.81739476309237,79.03442546410741,78.61209631926306,78.64729309082031,2675213,0.0,0.0
2014-03-07 00:00:00-05:00,32.23457841832898,32.301945852471555,31.737754834423686,31.914592742919922,26591600,0.0,0.0,16.628345525810523,16.65621150652432,16.470543645707174,16.607994079589844,220729600,0.0,0.0,27.24076200574615,27.276084030350088,27.099471212432665,27.23369598388672,17047600,0.0,0.0,105.61124938741793,105.69147006212432,104.16727085723167,104.80903625488281,5693136,0.0,0.0,43.906314397751004,44.23921878671173,43.69917514331352,43.94330596923828,18602200,0.0,0.0,79.11654088139207,79.18692906772375,78.43025740273482,78.66488647460938,2848154,0.0,0.0
2014-03-10 00:00:00-04:00,31.990383211940905,32.00722186017422,31.763022913713936,31.84722900390625,19006600,0.0,0.0,16.542868722155635,16.698478434992285,16.542241674925176,16.623022079467773,178584000,0.0,0.0,27.233680307668358,27.304327011108395,27.155970281332408,27.3043270111084,14540800,0.0,0.0,104.76894057203891,104.80904772104425,103.64583823233907,104.44805145263672,4645548,0.0,0.0,43.75096092756065,44.00248838012672,43.55121828975282,43.79534912109375,16945200,0.0,0.0,78.58862356945068,78.64727949293088,78.07244180867377,78.3422622680664,2351456,0.0,0.0
2014-03-11 00:00:00-04:00,31.889335526863025,32.19248262422697,31.76302637779924,32.015647888183594,25216400,0.0,0.0,16.764855949695274,16.867863929397505,16.675308584518362,16.784893035888672,279224400,0.0,0.0,27.438559898310007,27.438559898310007,27.226625114499644,27.410301208496094,13812100,0.0,0.0,104.52825523224101,104.68870295873111,103.32493878912587,103.88648986816406,5188112,0.0,0.0,43.958105085759186,43.980300596029814,43.00378280595391,43.04816818237305,19420000,0.0,0.0,78.44199895136649,78.50652101712154,77.56214384183993,77.72637939453125,2306964,0.0,0.0
2014-03-12 00:00:00-04:00,31.830408883785207,32.360916608654904,31.821989553918094,32.2261848449707,30494100,0.0,0.0,16.735428297461997,16.824346961519087,16.656840030128013,16.801177978515625,199326400,0.0,0.0,27.25008781806659,27.413858595414034,27.207363943704756,27.392498016357422,15673700,0.305,0.0,103.00407605708197,103.6057343951697,102.8035211492287,103.32495880126953,4896068,0.0,0.0,42.68566432966066,42.87800750006786,42.47852227453706,42.84841537475586,17932100,0.0,0.0,77.46828116333876,77.87301189253499,77.18672842088802,77.76156616210938,3153852,0.0,0.0
2014-03-13 00:00:00-04:00,32.35247369731818,32.37773809553024,31.695657164423615,31.90617561340332,32169700,0.0,0.0,16.82717440537991,16.896681388421793,16.567927805812598,16.614580154418945,257742800,0.0,0.0,27.37825900992838,27.40674159521346,27.000871545523136,27.036476135253906,18302800,0.0,0.0,104.2875748651321,104.2875748651321,101.11883658858144,101.64027404785156,7901011,0.0,0.0,42.9076006151349,43.15912804196811,42.30837276301625,42.47852325439453,17192500,0.0,0.0,78.12523130567055,78.40678401914325,76.62947582496413,76.72919464111328,3014757,0.0,0.0
2014-03-14 00:00:00-04:00,31.70408796645944,32.116702435164,31.586194906000696,31.746191024780273,27195600,0.0,0.0,16.55633814322292,16.62208950808185,16.375054530457014,16.427968978881836,237199200,0.0,0.0,27.022237610955756,27.285694761211044,26.972394439725004,27.17888641357422,14687200,0.0,0.0,101.27928756825037,101.80072507729058,100.63752225587494,100.71774291992188,6147456,0.0,0.0,42.249190236683624,42.55989908538241,41.88669375780799,42.01985549926758,18635800,0.0,0.0,76.30101568445154,76.90518413289098,76.07811884678978,76.15437316894531,3558220,0.0,0.0
2014-03-17 00:00:00-04:00,31.914595865786616,32.344052057571936,31.821967240904826,32.0409049987793,20479600,0.0,0.0,16.522211316000778,16.593283386223863,16.46428717745857,16.49215316772461,199544800,0.0,0.0,27.178888890434884,27.321299128179042,27.09344383428813,27.25009536743164,19203000,0.0,0.0,101.31940288905977,102.8034947784414,101.27928936359005,102.00128173828125,9517913,0.0,0.0,42.32316657802894,42.68566304705777,42.20480090239795,42.59688949584961,13581400,0.0,0.0,76.64119449983173,77.83193254585082,76.64119449983173,77.5855712890625,3025162,0.0,0.0
2014-03-18 00:00:00-04:00,32.21774758723813,33.598751549544474,32.184067070894784,33.30402374267578,64063900,0.0,0.0,16.46584995756608,16.65590049902445,16.443933396946544,16.63805389404297,209647200,0.0,0.0,27.250088144449727,27.385376340509676,27.157521107014688,27.342655181884766,16880400,0.0,0.0,102.3622828545575,103.20460946074695,102.16172798849277,102.88372039794922,4963049,0.0,0.0,42.774434489792874,43.02596189086777,42.62647669703232,42.95198440551758,12554800,0.0,0.0,77.71462462416848,78.14868589438285,77.57384293299916,77.86126708984375,2431229,0.0,0.0
2014-03-19 00:00:00-04:00,33.236660369243495,33.30402461595373,32.76509779324285,33.06824493408203,35597200,0.0,0.0,16.66498901649463,16.789600945433868,16.5629173610562,16.633678436279297,224756000,0.0,0.0,27.31416986277121,27.477940625676446,27.129035806444683,27.15751838684082,20882200,0.0,0.0,102.84360475571597,103.08426674381984,100.71774123045628,101.39962005615234,7354671,0.0,0.0,42.900203755022865,43.595601779648746,42.82622344044962,43.12953567504883,21450700,0.0,0.0,77.86716037573115,77.92582166833812,76.59430666769872,76.97557830810547,2560636,0.0,0.0
2014-03-20 00:00:00-04:00,33.05140077323049,34.230305525203946,33.04298144757308,33.96084213256836,59269800,0.0,0.0,16.590768969939656,16.67781147138118,16.51124267335799,16.553510665893555,208398400,0.0,0.0,27.13615743920227,27.392495226771224,27.02222983542144,27.378253936767578,13228000,0.0,0.0,101.76061564027941,101.76061564027941,100.75784778412947,101.35951232910156,7451803,0.0,0.0,43.173929410710755,44.74967503781471,43.00377889842228,44.46855545043945,33736500,0.0,0.0,76.92865516774471,77.92582763845918,76.75855346307566,77.6794662475586,3082690,0.0,0.0
2014-03-21 00:00:00-04:00,34.289238929105096,34.474492941683145,33.691364215937924,33.81767654418945,80721800,0.0,0.0,16.654647121614857,16.711631513660077,16.47931297458338,16.684078216552734,374046400,0.0,0.0,27.613232242651726,27.648836830699494,27.2572080921637,27.371135711669922,19189100,0.0,0.0,103.0441524773333,103.60570349766675,101.64028131196989,101.88094329833984,11509571,0.0,0.0,45.09736356652056,45.274913486352325,44.387169531313994,44.51293182373047,35144100,0.0,0.0,78.35400322862844,78.74114093030003,77.9551332704961,78.08418273925781,7080798,0.0,0.0
2014-03-24 00:00:00-04:00,33.96925696894888,34.221878464626904,33.565061933412736,34.10398864746094,46098400,0.0,0.0,16.85784929035336,16.92297359461755,16.752647462156546,16.8819580078125,355700800,0.0,0.0,27.39961763213419,27.435219503071163,27.20736426957618,27.342655181884766,15693000,0.0,0.0,102.24195661587726,102.40240435250003,101.07875362729314,101.92107391357422,6499115,0.0,0.0,44.66088679749657,45.26751118365643,44.6460907366073,45.17873764038086,25810500,0.0,0.0,78.20147503873167,78.42437179881289,77.35681166020616,77.6735610961914,3341146,0.0,0.0
2014-03-25 00:00:00-04:00,34.23872455977832,34.51661048796587,33.64927218880287,33.969261169433594,43193100,0.0,0.0,16.954288439348787,17.08735461433218,16.89448482597992,17.06355857849121,282293200,0.0,0.0,27.40674900167413,27.627482306662884,27.385385698812634,27.499313354492188,16898900,0.0,0.0,102.60292870752826,103.12436616881865,101.84082927613534,103.08425903320312,6500763,0.0,0.0,45.20833416322319,45.48205426117143,44.80145232636817,45.075172424316406,24053500,0.0,0.0,78.40091478720332,78.91123039824254,77.95512122442126,78.63554382324219,3465530,0.0,0.0
2014-03-26 00:00:00-04:00,34.08714856603872,34.28082516324694,33.3461226894001,33.50611877441406,41977500,0.0,0.0,17.11146165076783,17.189110193203206,16.87162853403965,16.900432586669922,299768000,0.0,0.0,27.549148044813375,27.727160121723838,27.492185592651367,27.492185592651367,15835500,0.0,0.0,103.48536790731944,103.96669825899731,102.68315491150308,102.76338195800781,6641735,0.0,0.0,45.30451179058619,45.42287747926844,44.30579864664787,44.31319808959961,22745200,0.0,0.0,78.98748652785498,79.12239675481321,78.06657409667969,78.06657409667969,2773404,0.0,0.0
2014-03-27 00:00:00-04:00,33.464008973781404,33.65768553191634,33.12717822173866,33.144020080566406,35369200,0.0,0.0,16.907946506478968,16.954286148961803,16.754528897494012,16.82779312133789,222031600,0.0,0.0,27.42097625863359,27.769881087965032,27.399615680842352,27.641712188720703,13031500,0.0,0.0,102.60294255237949,103.68593114217995,102.32217340877548,103.5254898071289,6183993,0.0,0.0,44.342779917548924,44.79404991144473,43.66217802791338,44.32798385620117,24632600,0.0,0.0,77.9082125062847,78.30121099855562,77.53280704705513,77.9199447631836,2873390,0.0,0.0
2014-03-28 00:00:00-04:00,33.50611358583507,34.22187495216804,33.41348496406712,33.935569763183594,43472700,0.0,0.0,16.854714504432835,16.874126215692296,16.727283450649352,16.809001922607422,200564000,0.0,0.0,27.691559568922045,27.79124590214154,27.641716402312298,27.734283447265625,11502100,0.0,0.0,103.88651035918426,104.3678344771804,103.40517985571599,103.80628967285156,6195470,0.0,0.0,44.542537079249136,44.82365669266966,44.15045120252179,44.41677474975586,14708700,0.0,0.0,78.35400107660946,79.16933400286516,78.11937201075854,78.7176742553711,2280174,0.0,0.0
2014-03-31 00:00:00-04:00,34.04505419553206,34.94607317461997,34.019793001882476,34.51661682128906,46886300,0.0,0.0,16.883211390396745,16.932681250750722,16.779887354196212,16.80525016784668,168669200,0.0,0.0,27.762763489876296,27.791243356581187,27.38537605636391,27.527786254882812,24489800,0.0,0.0,104.36780438588204,104.6084727609628,103.52548422951027,103.84636688232422,6695737,0.0,0.0,45.001194739070606,45.14175309750093,44.831041434049254,44.912418365478516,15216700,0.0,0.0,78.95815038148551,79.69722886676499,78.94055735264034,79.57405090332031,3243313,0.0,0.0
2014-04-01 00:00:00-04:00,34.65133933469527,35.02185066289788,34.5839718865184,34.87869644165039,32605000,0.0,0.0,16.83719022365544,16.965875445596563,16.806194005420764,16.958986282348633,200760000,0.0,0.0,27.43522609039115,27.691563968683035,27.27857727740667,27.349781036376953,20515700,0.0,0.0,103.60571009376146,104.24748181707686,103.28482742483907,103.76615142822266,5946035,0.0,0.0,45.089969815448725,45.34149723834513,44.6608924614241,44.88282775878906,14584400,0.0,0.0,79.70310194413291,80.1547616525569,79.57992396994679,80.0843734741211,2835477,0.0,0.0
2014-04-02 00:00:00-04:00,34.89554233602733,35.0807996276643,34.668181990543,34.81975555419922,28666700,0.0,0.0,16.981837350397807,17.016278139637464,16.91546061739507,16.987159729003906,180420800,0.0,0.0,27.406749542081254,27.442351425886322,27.271458580872533,27.292821884155273,15709100,0.0,0.0,103.96672735174127,104.5282721361193,103.7661724502989,104.44805145263672,5509451,0.0,0.0,44.94237165515961,45.24015230045934,44.81581672680758,45.024261474609375,14012200,0.38,0.0,79.76764003580931,79.92014867847317,79.38050765271542,79.77350616455078,3924554,0.0,0.0
2014-04-03 00:00:00-04:00,34.76922244709217,34.76922244709217,34.280818178830756,34.53343963623047,30139600,0.0,0.0,16.950838241273715,16.98559171221968,16.83342655587087,16.86943244934082,162344000,0.0,0.0,27.3355384592802,27.40674493116015,27.086322598323292,27.107683181762695,18114000,0.0,0.0,104.88922454018319,105.33044130755785,104.48812129051043,105.21011352539062,4644693,0.0,0.0,45.150839992020536,45.26250565543922,44.87539177458883,45.15828323364258,11925200,0.0,0.0,79.90252746308707,80.47149893187705,79.59751028533832,79.85559844970703,3200735,0.0,0.0
