,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,KO,KO,KO,KO,KO,KO,KO,GE,GE,GE,GE,GE,GE,GE,JPM,JPM,JPM,JPM,JPM,JPM,JPM,MMM,MMM,MMM,MMM,MMM,MMM,MMM
,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-28 00:00:00-05:00,20.907333787149298,20.964340777577736,20.757689587803483,20.942962646484375,52602300,0.0,0.0,2.719257528468504,2.7677081221691546,2.7057148992580045,2.7628934383392334,1036173600,0.0,0.0,13.27260232192533,13.438617716078898,13.266877540207227,13.361334800720215,14540000,0.0,0.0,107.11353522260038,107.29560146308961,106.35494359951868,106.81010437011719,5211523,0.0,0.0,28.932338153841563,29.013294566609286,28.508877130127587,28.770427703857422,13415600,0.0,0.0,38.730392053955065,39.11817813617292,38.65768078132176,38.97760772705078,2572237,0.0,0.0
2006-11-29 00:00:00-05:00,20.97859977645551,21.22087990538498,20.97147373041002,21.07123565673828,58775100,0.0,0.0,2.7987049829282804,2.8032189250432915,2.7159468997636473,2.76259183883667,1157083200,0.0,0.0,13.427614206536733,13.488125751700707,13.358459725193136,13.439140319824219,15077800,0.155,0.0,106.9618258737796,107.5383609764167,106.77976927597327,107.26526641845703,3788406,0.0,0.0,28.776663472482255,29.18766961567973,28.776663472482255,29.063121795654297,9414400,0.0,0.0,39.069695028382775,39.36053561839801,39.0309177574123,39.2538948059082,2128402,0.0,0.0
2006-11-30 00:00:00-05:00,20.96433998442311,21.071227917538252,20.90020695272326,20.921585083007812,53297400,0.0,0.0,2.774930880063171,2.78907499589151,2.7403234500060893,2.7583792209625244,870486400,0.0,0.0,13.384389193009257,13.545750337212592,13.372863082940345,13.493885040283203,21071200,0.0,0.0,107.4473405766822,107.72043515471886,106.68873915921878,107.05287170410156,4935651,0.0,0.0,29.09425711179606,29.106712129889512,28.67702232009677,28.82025146484375,13058500,0.0,0.0,39.20543085115003,39.65138504755456,39.05516059933848,39.486576080322266,2816580,0.0,0.0
2006-12-01 00:00:00-05:00,20.82895025087752,20.87883120140451,20.593796227568873,20.750566482543945,72257000,0.0,0.0,2.762592497013942,2.7785424727877586,2.7114336036374946,2.7481484413146973,795079600,0.0,0.0,13.442022334498743,13.462192483061616,13.321000343930846,13.418970108032227,15461000,0.0,0.0,107.35631227108692,107.41699458773348,106.08186768649891,107.05287170410156,5006555,0.0,0.0,28.957251117111046,28.963477437700003,28.340740854536328,28.652109146118164,14731400,0.0,0.0,39.530206182273204,39.530206182273204,38.25535484899113,38.76917266845703,6548339,0.0,0.0
2006-12-04 00:00:00-05:00,20.828942739934057,21.03559387091746,20.78618784906467,20.90020179748535,55123400,0.0,0.0,2.7649998640852638,2.770115289547873,2.7234703558947153,2.742128610610962,709536800,0.0,0.0,13.465069765110925,13.617786876357755,13.41032239106913,13.493885040283203,14004400,0.0,0.0,107.50804729572657,107.72045960533046,107.0225500073515,107.38667297363281,3927313,0.0,0.0,28.820253865164137,29.3495814882382,28.74552612593147,29.168987274169922,13148100,0.0,0.0,38.98244516711555,39.40416070644378,38.7837022537845,39.210269927978516,3464453,0.0,0.0
2006-12-05 00:00:00-05:00,20.921580955850747,20.95008376478698,20.68642700572424,20.7576847076416,45606000,0.0,0.0,2.7580778146689835,2.7785415257619928,2.7346048761068285,2.746642589569092,662838400,0.0,0.0,13.539991251679112,13.831018447875977,13.499649857886045,13.831018447875977,26343400,0.0,0.0,107.447421075795,107.72051585843302,106.59779071619718,107.0226058959961,6310547,0.0,0.0,29.20635267968895,29.424309578195516,29.125396242149932,29.393173217773438,10747700,0.0,0.0,38.609201796600246,39.28782843592,38.609201796600246,39.05030822753906,3270701,0.0,0.0
2006-12-06 00:00:00-05:00,20.73631550583564,20.757692280548195,20.57242055698721,20.657930374145508,48564100,0.0,0.0,2.7276837993433087,2.7502541120024313,2.6984929446747032,2.703307628631592,638184400,0.0,0.0,13.845417258871107,13.986609304732522,13.810840041203182,13.940505981445312,29681000,0.0,0.0,107.26527119783397,107.56871175603169,106.41565116063119,106.53702545166016,8411065,0.0,0.0,29.31221908759246,29.42431189437712,29.119169836896162,29.162763595581055,14162400,0.0,0.0,39.045440272806886,39.098765080026325,38.63341590594288,38.681888580322266,2819450,0.0,0.0
2006-12-07 00:00:00-05:00,20.63655026895467,20.714935393157,20.529662328140347,20.55816650390625,46831100,0.0,0.0,2.7093264871589695,2.723470600659446,2.615133180200642,2.6193463802337646,1004827600,0.0,0.0,13.998144277333541,14.113402108965497,13.972211072857991,14.038484573364258,24190600,0.0,0.0,106.68878173828124,107.38669145638019,106.47637905337295,106.68878173828125,5339955,0.0,0.0,29.318445727145875,29.318445727145875,28.994622349786127,29.0382137298584,7394600,0.0,0.0,38.667364536801905,38.764309922322276,38.38136724563726,38.56556701660156,3009375,0.0,0.0
2006-12-08 00:00:00-05:00,20.53678561459387,20.95008659362793,20.522533528624557,20.95008659362793,108854900,0.0,0.0,2.6250646934572783,2.6900671556100386,2.61814340842972,2.6560614109039307,784277200,0.0,0.0,14.055770934655921,14.113400393060633,14.01831272100478,14.093230247497559,16320400,0.0,0.0,106.65848273956477,107.2957006786341,106.20332154808206,107.0226058959961,4666060,0.0,0.0,29.056885091152072,29.355798327075284,28.863835920314667,29.119157791137695,9120100,0.0,0.0,38.158396224263164,38.158396224263164,37.49430828633896,38.08083724975586,6545110,0.0,0.0
2006-12-11 00:00:00-05:00,20.800450042832033,21.199499056269236,20.74344304091243,21.049856185913086,107712000,0.0,0.0,2.675320588074048,2.6873583017365137,2.6497412501269997,2.670806646347046,499780400,0.0,0.0,14.07594285283021,14.165268579566002,13.998144338255596,14.064417839050293,18181400,0.0,0.0,106.93156451354277,107.78118510852269,106.35502900672083,106.8708724975586,6274845,0.0,0.0,29.081812006278685,29.791731650719857,29.081812006278685,29.61113739013672,11221600,0.0,0.0,38.17779910098362,38.39592853307812,37.85302438668395,38.2214241027832,3362554,0.0,0.0
2006-12-12 00:00:00-05:00,21.06410957396892,21.113990537046085,20.821829445461848,20.971473693847656,68529400,0.0,0.0,2.6665943141217383,2.6735155994151616,2.5739059047124764,2.5922632217407227,1026620000,0.0,0.0,14.05000780727669,14.165266723498585,14.032719739276748,14.090349197387695,16227000,0.0,0.0,106.84048800827006,108.99489921963182,106.41568269441291,108.14527893066406,10381273,0.0,0.0,29.617354518953753,29.872676438274404,29.486578023261377,29.660945892333984,15958400,0.0,0.0,38.21656639223359,38.48802060597211,37.92087803854407,38.298973083496094,4793927,0.0,0.0
2006-12-13 00:00:00-05:00,21.092606536325487,21.092606536325487,20.893081393176775,21.056976318359375,46002500,0.0,0.0,2.646731728934459,2.680436527538834,2.6226571023844154,2.6798348426818848,857052000,0.0,0.0,14.159504632842829,14.159504632842829,14.021194583464004,14.073060989379883,12960800,0.0,0.0,108.78247613328536,108.99487875032459,107.41700313445706,107.72044372558594,9426999,0.0,0.0,29.754361942533176,29.829092064909133,29.579996408093763,29.642269134521484,11353700,0.0,0.0,38.53648239663993,38.59465050838459,38.27957139347847,38.41529846191406,3063913,0.0,0.0
2006-12-14 00:00:00-05:00,21.04984998517063,21.434646794988193,21.035597899100495,21.427520751953125,85866500,0.0,0.0,2.679834269724003,2.708423636001348,2.6560605911335524,2.664787530899048,832330800,0.0,0.0,14.087471062090598,14.168151666508862,14.041367702538619,14.11916732788086,15830200,0.0,0.0,107.69011318863714,110.23899326515127,107.29564422806074,109.87487030029297,9020713,0.0,0.0,29.648487526070205,29.91626443261867,29.45543834036856,29.860218048095703,10052600,0.0,0.0,38.48801619015984,38.51225032733042,38.05175306704517,38.18263244628906,3850881,0.0,0.0
2006-12-15 00:00:00-05:00,21.477402696369843,21.54153572752474,21.399018937633482,21.513032913208008,102783700,0.0,0.0,2.6789335029653287,2.6849523629417607,2.628075341543647,2.6398115158081055,739939200,0.0,0.0,14.119159626797403,14.220010327312734,13.940509343374446,14.098989486694336,23760200,0.0,0.0,110.08729147211496,113.81957905838738,109.87488878885337,113.36441802978516,18442265,0.0,0.0,30.015899983503967,30.2961318855598,29.891352207529014,30.07817268371582,16172100,0.0,0.0,38.61890767310737,38.61890767310737,37.90149905937544,37.95966720581055,7433977,0.0,0.0
2006-12-18 00:00:00-05:00,21.513032591464132,21.562913535137756,21.220871613529678,21.29925537109375,56986800,0.0,0.0,2.6371029130064363,2.6482374008325578,2.5456178595239987,2.5721006393432617,721576800,0.0,0.0,14.075941008467092,14.147977556308152,14.067296974467121,14.090349197387695,10438400,0.0,0.0,113.63750537013613,115.70088837401687,113.51613103593773,115.3064193725586,10444977,0.0,0.0,30.078184965211058,30.265005517680255,29.91004575532312,30.03459358215332,8538200,0.0,0.0,37.979042053222656,38.29896893530712,37.920873931306836,37.979042053222656,2784408,0.0,0.0
2006-12-19 00:00:00-05:00,21.17099256618347,21.49878381082795,21.0427278452224,21.37051773071289,53822100,0.0,0.0,2.5498303216256253,2.608512976952795,2.516427068729726,2.5973784923553467,911405600,0.0,0.0,14.024075497106395,14.07882398042596,13.946276987782747,14.05289077758789,15461400,0.0,0.0,114.54782343226228,115.5188278156335,114.54782343226228,115.33676147460938,6546084,0.0,0.0,29.91004189259561,30.190273872884994,29.860224193628557,30.059499740600586,9291400,0.0,0.0,37.94026419978025,38.03236188178314,37.67850544361221,37.86270523071289,3402381,0.0,0.0
2006-12-20 00:00:00-05:00,21.370519094023134,21.548666136846755,21.356267004400266,21.4417781829834,31202100,0.0,0.0,2.60219294786724,2.6082118048465457,2.550131643064098,2.5507333278656006,567691600,0.0,0.0,14.041367527445814,14.067300735569846,14.015434319321782,14.047130584716797,12103600,0.0,0.0,115.70092195499743,116.79330094108856,115.33678918546251,115.76160430908203,7696418,0.0,0.0,30.09684839273301,30.121756040865108,29.97852696801544,30.02834701538086,6036400,0.0,0.0,37.95479706427707,38.39106011630191,37.88209024151811,38.211708068847656,2757139,0.0,0.0
2006-12-21 00:00:00-05:00,21.47027599043178,21.4774020335795,21.29925503234768,21.363388061523438,32270500,0.0,0.0,2.548927306548322,2.5724000418278155,2.4736930113324407,2.4947586059570312,903599200,0.0,0.0,14.047128616171918,14.081705855761426,14.012551376582408,14.021195411682129,14383200,0.0,0.0,116.3117987226107,116.3423593569927,115.02793089992512,115.45588684082031,5184627,1.341882,0.0,30.152909142762866,30.495416219901337,30.0968651216514,30.296140670776367,10782200,0.0,0.0,38.29412849117326,38.444394325018926,38.17294451225755,38.2020263671875,2832487,0.0,0.0
2006-12-22 00:00:00-05:00,21.256499196980194,21.27787732548238,21.106856374926007,21.12110710144043,37971700,0.0,0.0,2.5116113662951847,2.529066252474032,2.4556376034229928,2.473693370819092,613303600,0.0,0.0,14.041356657639229,14.061526792878013,13.903046687777602,13.940505981445312,7878000,0.0,0.0,115.82266573255222,115.8532360900353,114.66107974234262,114.844482421875,3250726,0.0,0.0,30.289899690613982,30.389537424771884,29.65470824452574,29.822847366333008,8342000,0.0,0.0,38.20686682880169,38.29896893530712,37.97419434113842,37.979042053222656,1986317,0.0,0.0
2006-12-26 00:00:00-05:00,21.0427278452224,21.37764377506973,20.950090627737534,21.37051773071289,37098300,0.0,0.0,2.4721893253009464,2.4848287244294305,2.4342713288119278,2.4529287815093994,490688800,0.0,0.0,13.949154992521086,14.003902364978916,13.920340817372821,13.989495277404785,5260400,0.0,0.0,114.93618570843469,115.36414148615852,114.41652859715661,115.27243041992188,2503340,0.0,0.0,29.8789092587596,30.121776213437652,29.860227916261962,30.084413528442383,4101200,0.0,0.0,37.88693702539766,37.98388240209942,37.56701020533127,37.82392120361328,2348466,0.0,0.0
2006-12-27 00:00:00-05:00,21.37052287801571,21.470284804732078,21.31351586858431,21.39190101623535,31248400,0.0,0.0,2.3518142428958413,2.4676746340188114,2.3102857347863597,2.453230381011963,1935754800,0.0,0.0,14.029836654663084,14.055769853991832,13.91457884590564,14.029836654663086,9620800,0.0,0.0,115.51701354980469,116.25064387425112,114.84450448670141,115.51701354980469,3341974,0.0,0.0,30.22764348782182,30.514101832854852,29.779272251733758,30.48296546936035,7716200,0.0,0.0,37.969345013931374,38.13900166037781,37.88209504631653,38.037208557128906,2093359,0.0,0.0
2006-12-28 00:00:00-05:00,21.277878262058266,21.399018277262055,21.242248046319645,21.363388061523438,26690600,0.0,0.0,2.414107933809305,2.4451046409136463,2.396954796623385,2.433668613433838,1119876800,0.0,0.0,14.0183143026505,14.064417654737879,13.975091929172688,13.986618041992188,7907000,0.0,0.0,115.42527593295873,115.42527593295873,114.47766301547999,114.56937408447266,3518564,0.0,0.0,30.389559044306214,30.514106894496322,30.28992123926466,30.46428680419922,6525200,0.0,0.0,38.05174892502224,38.240796405230164,37.819076464180014,37.886940002441406,2017054,0.0,0.0
2006-12-29 00:00:00-05:00,21.277881622314453,21.484531469618076,21.256503489495195,21.277881622314453,41739800,0.0,0.0,2.526358308390568,2.569994237774744,2.508603475802542,2.5531418323516846,1076429200,0.0,0.0,13.954922556091033,14.01831508092712,13.885766974525238,13.903056144714355,12339600,0.0,0.0,114.56943652327077,114.69170828254809,113.59125271636415,113.74409484863281,5273121,0.0,0.0,30.358404585771655,30.45804233144137,30.059491348762513,30.07817268371582,9601100,0.0,0.0,37.85786216604708,38.046909688364934,37.72213505929137,37.775455474853516,2184614,0.0,0.0
2007-01-03 00:00:00-05:00,21.313510484525914,21.55579055319497,20.950090381522333,21.277881622314453,76935100,0.0,0.0,2.596777293957739,2.60550443808318,2.464666159452471,2.521843910217285,1238319600,0.0,0.0,13.934744033642664,14.084580121005382,13.911691820576083,13.998136520385742,15753400,0.0,0.0,114.35544648677048,116.61748849083713,114.26374510622466,116.0672607421875,9018960,0.0,0.0,30.1032706089279,30.33531598333501,29.846138601505693,30.147171020507812,14244700,0.34,0.0,37.5815645098232,38.221413917056054,37.508853244136525,37.935420989990234,4522674,0.0,0.0
2007-01-04 00:00:00-05:00,21.163872378277116,21.356270180180005,20.97859926309106,21.24225616455078,45774500,0.0,0.0,2.529366652268068,2.586544379700778,2.5224445658685664,2.577817440032959,847260400,0.0,0.0,13.952035090280958,14.03271675414937,13.903050775780722,14.003901481628418,11810400,0.0,0.0,116.06722125635359,116.15893233838686,114.47767929331908,115.39472198486328,6528786,0.0,0.0,30.134609432103886,30.448184977479354,29.946464583356917,30.222410202026367,9471500,0.0,0.0,38.003290078834475,38.008137792126085,37.542788277803524,37.78515625,3550206,0.0,0.0
2007-01-05 00:00:00-05:00,21.11398105860637,21.199492213461404,20.985716365054365,21.12110710144043,44607200,0.0,0.0,2.581127685095836,2.5940678264801122,2.5398999189227656,2.559460401535034,834741600,0.0,0.0,13.975087984659636,13.995258126805362,13.879999229523799,13.905932426452637,11607000,0.0,0.0,114.84447969145626,115.42527753909415,114.04970881189008,114.81391906738281,5639552,0.0,0.0,30.209877205196747,30.26005045793129,29.871217318808046,29.971561431884766,10760500,0.0,0.0,37.75606881722934,37.760916529805,37.32950107223862,37.52824401855469,3307179,0.0,0.0
2007-01-08 00:00:00-05:00,21.128239330793203,21.44890455645082,21.042729510053903,21.3277645111084,50220200,0.0,0.0,2.5868464427215336,2.6039997898012386,2.5663825221558536,2.5721006393432617,797106800,0.0,0.0,13.833897035263597,14.024073462082876,13.833897035263597,13.995259284973145,17551000,0.0,0.0,114.47764876481638,115.15014785696695,113.86629037771652,114.78333282470703,4948150,0.0,0.0,29.833586973644188,30.140892161484274,29.676799149568954,30.0719051361084,8239200,0.0,0.0,37.528246835106806,37.82878292187672,37.3101130221168,37.61064910888672,2911662,0.0,0.0
2007-01-09 00:00:00-05:00,21.377638615738505,21.50590466489752,21.18523954199998,21.34913444519043,44636600,0.0,0.0,2.601591345945316,2.7981021958909857,2.5624691791473975,2.785763740539551,3349298400,0.0,0.0,13.986613344348273,14.070175985437768,13.963561126451758,14.006783485412598,13724000,0.0,0.0,115.48640226938298,116.12833100900818,114.20253505745107,114.78333282470703,5132545,0.0,0.0,30.040553465725715,30.17225468751891,29.701891130492264,29.94647979736328,9276700,0.0,0.0,37.80937985207376,37.920868367463285,37.537925707565066,37.654266357421875,2268573,0.0,0.0
2007-01-10 00:00:00-05:00,21.23513218812579,21.299265248061527,20.971475260971673,21.1353702545166,55017400,0.0,0.0,2.8513685331686154,2.943153488156546,2.8122465664697347,2.919079065322876,2952880000,0.0,0.0,13.972212977874488,14.058656638182118,13.937634634398814,14.026960372924805,8928000,0.0,0.0,114.26369157650119,114.96676111848134,114.14141988215891,114.81391906738281,5007181,0.0,0.0,29.770871987329826,30.178518883349,29.75205582212826,30.16597557067871,15597000,0.0,0.0,37.47493164745348,37.79001095421589,37.344056633657,37.736690521240234,2137850,0.0,0.0
2007-01-11 00:00:00-05:00,21.206627656428697,21.912089899862334,21.128242509662417,21.876461029052734,99464300,0.0,0.0,2.8871804341771683,2.912459034603782,2.861901833750554,2.882967233657837,1440252800,0.0,0.0,14.047127652022606,14.081704889238846,14.003905281109393,14.044246673583984,11009600,0.0,0.0,114.63054770609851,116.0366872935652,114.38600422984855,115.9144058227539,6433407,0.0,0.0,30.10326403365967,30.3666664456058,30.0656340923563,30.29768180847168,8049200,0.0,0.0,37.833617113640145,38.30866190580345,37.751214859676004,38.12446212768555,2837510,0.0,0.0
2007-01-12 00:00:00-05:00,21.840817439292213,22.36813228781634,21.833691397658356,22.239866256713867,103972500,0.0,0.0,2.8465537389891127,2.8606980569792224,2.805626905973985,2.84745717048645,1312690400,0.0,0.0,14.003902364978916,14.024072507420765,13.903051652769669,13.989495277404785,13667200,0.0,0.0,115.66981268391571,116.15890915910938,115.15015558682666,115.8226547241211,5413529,0.0,0.0,30.16597330389293,30.266317405322734,30.040544971399743,30.096988677978516,10646700,0.0,0.0,38.008145714555454,38.53650676560861,37.916043565913036,38.46864318847656,3088311,0.0,0.0
2007-01-16 00:00:00-05:00,22.275505607428084,22.410897735733457,22.11161066004233,22.204246520996094,62379600,0.0,0.0,2.8793559001996445,2.9266023271160484,2.872434615470104,2.922088384628296,1244076400,0.0,0.0,13.969322204825,14.029832619458173,13.928981928402884,13.975085258483887,12685200,0.0,0.0,116.15896387952925,116.92316470787549,115.94498102936534,116.49520874023438,6493189,0.0,0.0,30.20361008528129,30.39175501905968,30.16598014156856,30.347854614257812,8696500,0.0,0.0,38.526789747012316,38.59465328611438,38.25534001369859,38.56556701660156,3021814,0.0,0.0
2007-01-17 00:00:00-05:00,22.27549963606306,22.403765685425714,22.09735264731574,22.16148567199707,58519600,0.0,0.0,2.9359326902236043,2.9371358594031944,2.853476326154607,2.8573877811431885,1646260000,0.0,0.0,13.983731340458878,14.078820090992638,13.969324253793529,14.003901481628418,14400200,0.0,0.0,116.70919255053562,117.01486704477679,115.70043849474804,116.09782409667969,6356432,0.0,0.0,30.51090837796472,30.661423333827244,30.178516598350143,30.372934341430664,16291400,0.0,0.0,38.45408212406241,38.54133651773788,38.17293694105466,38.25049591064453,3242715,0.0,0.0
2007-01-18 00:00:00-05:00,22.197118884176056,22.353889134911668,21.947712779131713,22.09023094177246,56364300,0.0,0.0,2.771621191546985,2.7719221344866094,2.679835403029935,2.6804370880126953,2364605600,0.0,0.0,13.952035834383942,14.119161126347983,13.888644429837507,13.931865692138672,15223000,0.0,0.0,116.18951143851636,116.67860808906623,113.89690921151352,116.15895080566406,8680969,0.0,0.0,30.134627244712085,30.46701914611352,30.053096884852152,30.197343826293945,12654200,0.0,0.0,38.15355366024038,38.633441862898934,38.100233240288965,38.2020263671875,2347748,0.0,0.0
2007-01-19 00:00:00-05:00,21.897827344765567,22.168611526489258,21.869324533567816,22.168611526489258,75826900,0.0,0.0,2.667195090309588,2.6978908555716465,2.6518474085749633,2.663282632827759,1364473600,0.0,0.0,13.949154787730798,13.954917842513908,13.851185054798563,13.905932426452637,13008200,0.0,0.0,113.56066135674406,114.63054635221609,112.64361846529464,112.94930267333984,13126097,0.0,0.0,30.291415454892814,30.623807360077954,30.19107131561256,30.579904556274414,14649200,0.0,0.0,38.33773950522313,38.72068215434703,38.206860148024106,38.41529846191406,3482872,0.0,0.0
2007-01-22 00:00:00-05:00,22.132989019060975,22.1757452894735,21.741066054358388,21.890708923339844,56143900,0.0,0.0,2.6825433706920983,2.683145859189414,2.577517310656742,2.611823797225952,1454026000,0.0,0.0,13.862712866494146,13.93186733400195,13.828135632740244,13.83966064453125,12198800,0.0,0.0,113.49950168789928,114.11086021689117,111.84881906059555,112.33790588378906,8635418,0.0,0.0,30.64889030176473,31.26977128201978,30.54227570496951,31.14434051513672,18325500,0.0,0.0,38.41531665152094,38.43470750564877,37.87241254380833,38.04691696166992,2558603,0.0,0.0
2007-01-23 00:00:00-05:00,21.826569795515958,22.0617237806493,21.748186039907342,21.90495491027832,49171200,0.0,0.0,2.5799244458711414,2.6334906713040604,2.5733041043084253,2.5790212154388428,1207424400,0.0,0.0,13.874239043089476,13.897290165970944,13.813727509745924,13.865593910217285,12149000,0.0,0.0,112.12399397006679,112.30739676242719,111.20695081019765,111.72660827636719,7331551,0.0,0.0,31.087891082238215,31.269765541208702,30.906016623267725,31.250951766967773,12845300,0.0,0.0,38.15356053159685,38.366846672910604,37.96936067354723,38.2214241027832,2331602,0.0,0.0
2007-01-24 00:00:00-05:00,21.933465483466698,22.304010317857472,21.840828255503396,22.154367446899414,58527800,0.0,0.0,2.6085131121145535,2.6226572270954795,2.59045734223989,2.6091156005859375,927813600,0.0,0.0,13.885764936136383,13.888647013673495,13.813728386375827,13.868476867675781,8641600,0.0,0.0,112.18505826188512,112.33790031973382,111.63483074670312,112.00165557861328,4477575,0.0,0.0,31.15686344676726,31.60841295516402,31.05024652733299,31.58332633972168,13857500,0.0,0.0,38.221403875931365,38.614041953632444,38.221403875931365,38.53163528442383,2120149,0.0,0.0
2007-01-25 00:00:00-05:00,22.147233024883718,22.432267927818113,21.69830322265625,21.69830322265625,97378700,0.0,0.0,2.621452751694247,2.6632828010367615,2.5889519301831183,2.5955724716186523,905973600,0.0,0.0,13.851189558543199,13.894411933875212,13.80220522574487,13.813730239868164,11596600,0.0,0.0,112.0322844882754,112.18511689331581,110.84011776052881,111.08467102050781,5389784,0.0,0.0,31.508079698780676,31.784025386171898,31.313661950968953,31.4892635345459,14855900,0.0,0.0,38.56557516152987,38.65767727801096,38.2117186796243,38.298973083496094,3454885,0.0,0.0
2007-01-26 00:00:00-05:00,22.246994797746016,22.254120840180466,21.805191040039062,21.805191040039062,96103700,0.0,0.0,2.621452996882784,2.629277511279656,2.557654717433622,2.5693914890289307,986874000,0.0,0.0,13.831017291911182,13.859831471593132,13.773387833356786,13.78203296661377,14459000,0.0,0.0,111.42090967581407,111.72659393409296,110.07591061861228,110.25932312011719,5409314,0.0,0.0,31.357563235897885,31.514351052077373,31.043987603538906,31.169418334960938,13990300,0.0,0.0,38.279571673922135,38.386212475719574,37.920867578353146,38.14384460449219,2387575,0.0,0.0
2007-01-29 00:00:00-05:00,21.840829423556276,21.93346665647384,21.619927448309667,21.755319595336914,57605900,0.0,0.0,2.597077887003268,2.607610687300441,2.5739056861701948,2.5862443447113037,901664400,0.0,0.0,13.76186077842856,13.80796412227358,13.7042324230151,13.747453689575195,10077800,0.0,0.0,110.25931391070688,111.11521613663562,110.13704216414563,110.62612915039062,5205597,0.0,0.0,31.0878930890816,31.13806634681956,30.799404034266164,31.025178909301758,12085000,0.0,0.0,38.07114825998623,38.39107075343135,37.93057344059355,38.27473449707031,4090679,0.0,0.0
2007-01-30 00:00:00-05:00,21.78381572451595,21.83369666884194,21.477402656051943,21.719682693481445,61900400,0.0,0.0,2.6009892860163935,2.6027949427678347,2.5654786392605478,2.5745065212249756,577970400,0.0,0.0,13.78202628998212,13.816603508687804,13.727277836242326,13.776263236999512,8986000,0.0,0.0,110.65669652656891,111.08465249429912,109.3116976180949,110.13703918457031,9002121,0.0,0.0,31.169426584721766,31.51435939313321,30.962465464239187,31.470458984375,12325700,0.0,0.0,36.31640340748194,36.92717098263047,35.986783267721165,36.20976257324219,18726848,0.0,0.0
2007-01-31 00:00:00-05:00,21.669805672993817,22.161491880238668,21.62705076428028,21.99047088623047,73968400,0.0,0.0,2.5537420443957037,2.5880493241145004,2.5383945636517984,2.5799238681793213,856069200,0.0,0.0,13.773390757542565,13.82237619243042,13.684066122049988,13.796442985534668,10604400,0.0,0.0,110.04529331202413,110.71779255380467,109.52563613419602,110.19813537597656,7546118,0.0,0.0,31.401464486819094,32.085059479643796,31.263490439264224,31.940814971923828,18460500,0.0,0.0,35.972232716579,36.200057462344084,35.42932884204604,36.0158576965332,11104262,0.0,0.0
2007-02-01 00:00:00-05:00,21.976220438959547,22.047479531575807,21.641304470563508,21.776695251464844,55355800,0.0,0.0,2.594970351796193,2.596173520238309,2.55013108253479,2.55013108253479,664342000,0.0,0.0,13.828130942289219,13.908811493411925,13.787789567537795,13.85982608795166,10398600,0.0,0.0,110.59552523955041,110.77893767011109,109.31166742367776,110.74836730957031,7901804,0.0,0.0,31.959632904998095,32.13523691357875,31.896918725614526,32.11642074584961,13420400,0.0,0.0,36.23400022938297,36.272779721205616,35.72987568188004,35.8656005859375,7775914,0.0,0.0
2007-02-02 00:00:00-05:00,21.961962772138477,21.976214858873742,21.47027665300221,21.513032913208008,60401700,0.0,0.0,2.53147297369206,2.5654785028879665,2.518833578000229,2.550431966781616,621530000,0.0,0.0,13.859825139544721,13.949150814453919,13.842537079310034,13.900166511535645,10703600,0.0,0.0,110.84007325391443,111.26802912117628,110.41212711933701,110.87064361572266,5238921,0.0,0.0,32.122689417811195,32.19167644158863,31.815384237091425,31.940814971923828,15443400,0.0,0.0,35.80741882324219,35.90436641012003,35.73470979174407,35.80741882324219,6679062,0.0,0.0
2007-02-05 00:00:00-05:00,21.356269927257546,21.39190015619113,20.95722087728121,21.09973907470703,99102100,0.0,0.0,2.53688959045969,2.5648772713717456,2.5260560512542725,2.5260560512542725,578852400,0.0,0.0,13.86271648910828,13.90017580999166,13.78491686843852,13.802206039428711,9192800,0.0,0.0,110.87063879758254,111.5125677042366,110.65666573959253,111.17632293701172,5467385,0.0,0.0,31.865565408021347,32.07879699251648,31.696234232769957,31.959636688232422,8079900,0.0,0.0,35.90922096148564,36.0013208548315,35.725021174793916,35.836509704589844,7594600,0.0,0.0
2007-02-06 00:00:00-05:00,21.085479888348544,21.199493864264383,20.821821719572036,21.028472900390625,79281100,0.0,0.0,2.5414044132905214,2.542006901799741,2.49355609778709,2.532376527786255,864393600,0.0,0.0,13.831017561977319,13.877120909882956,13.790677269958703,13.84542465209961,11168800,0.0,0.0,111.2680337241612,111.39030544376786,110.7483764826617,110.992919921875,4742889,0.0,0.0,31.89064466484763,32.1854065600543,31.834200948582367,31.984718322753906,9849200,0.0,0.0,35.826807934847054,36.11280075902609,35.78318074882051,36.001312255859375,5827988,0.0,0.0
2007-02-07 00:00:00-05:00,21.121108671708846,21.163864931891965,20.84319977628756,20.9287109375,65145500,0.0,0.0,2.5423074107049723,2.5994851520692652,2.5143205262356765,2.5925638675689697,1066825200,0.0,0.0,13.83966064453125,13.86847592198487,13.790676321645758,13.83966064453125,9242400,0.0,0.0,111.02347426375545,111.1151756070563,110.2287033346588,110.3509750366211,4459464,0.0,0.0,31.884375411259292,32.12269359922352,31.85928878254883,32.11642074584961,7537400,0.0,0.0,36.01586510889069,36.35033294074693,36.0061696839956,36.185523986816406,4846072,0.0,0.0
